Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,MORT-30-AMI Achievement Threshold,MORT-30-AMI Benchmark,MORT-30-AMI Baseline Rate,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Achievement Threshold,MORT-30-HF Benchmark,MORT-30-HF Baseline Rate,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Achievement Threshold,MORT-30-PN Benchmark,MORT-30-PN Baseline Rate,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score,COMP-HIP-KNEE Achievement Threshold,COMP-HIP-KNEE Benchmark,COMP-HIP-KNEE Baseline Rate,COMP-HIP-KNEE Performance Rate,COMP-HIP-KNEE Achievement Points,COMP-HIP-KNEE Improvement Points,COMP-HIP-KNEE Measure Score
"010139","BROOKWOOD BAPTIST MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","BIRMINGHAM","AL","35209","Jefferson","0.850671","0.873263","0.843315","0.876416","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.861941","0.865088","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.866619","0.887570","2 out of 10","5 out of 9","5 out of 10","0.032229","0.023178","0.041010","0.030412","2 out of 10","5 out of 9","5 out of 10"
"010144","SPRINGHILL MEMORIAL HOSPITAL","3719 DAUPHIN STREET","MOBILE","AL","36608","Mobile","0.850671","0.873263","0.844481","0.855677","2 out of 10","3 out of 9","3 out of 10","0.883472","0.908094","0.875672","0.870320","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.860250","0.882948","1 out of 10","4 out of 9","4 out of 10","0.032229","0.023178","0.030108","0.022016","10 out of 10","9 out of 9","10 out of 10"
"010148","EVERGREEN MEDICAL CENTER","101 CRESTVIEW AVENUE","EVERGREEN","AL","36401","Conecuh","0.850671","0.873263","Not Available","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.900412","0.886836","2 out of 10","0 out of 9","2 out of 10","0.882334","0.907906","0.883365","0.899712","7 out of 10","6 out of 9","7 out of 10","0.032229","0.023178","Not Available","Not Available","Not Available","Not Available","Not Available"
"010149","BAPTIST MEDICAL CENTER EAST","400 TAYLOR ROAD","MONTGOMERY","AL","36117","Montgomery","0.850671","0.873263","0.862966","0.876867","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.897139","0.880872","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.895909","0.913456","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.035823","Not Available","Not Available","Not Available","Not Available"
"010150","L V STABLER MEMORIAL HOSPITAL","29 L V STABLER DRIVE","GREENVILLE","AL","36037","Butler","0.850671","0.873263","Not Available","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.885943","0.889932","3 out of 10","1 out of 9","3 out of 10","0.882334","0.907906","0.881688","0.900161","7 out of 10","7 out of 9","7 out of 10","0.032229","0.023178","0.030094","Not Available","Not Available","Not Available","Not Available"
"010157","SHOALS HOSPITAL","201 WEST AVALON AVENUE","MUSCLE SHOALS","AL","35661","Colbert","0.850671","0.873263","Not Available","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.865349","0.882231","0 out of 10","3 out of 9","3 out of 10","0.882334","0.907906","0.882584","0.891082","4 out of 10","3 out of 9","4 out of 10","0.032229","0.023178","0.027227","0.029699","3 out of 10","0 out of 9","3 out of 10"
"010158","RUSSELLVILLE HOSPITAL","15155 HIGHWAY 43","RUSSELLVILLE","AL","35653","Franklin","0.850671","0.873263","0.862426","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.866985","0.891139","3 out of 10","5 out of 9","5 out of 10","0.882334","0.907906","0.863597","0.893423","4 out of 10","6 out of 9","6 out of 10","0.032229","0.023178","0.039887","0.030774","2 out of 10","5 out of 9","5 out of 10"
"010164","COOSA VALLEY MEDICAL CENTER","315 W HICKORY ST","SYLACAUGA","AL","35150","Talladega","0.850671","0.873263","0.851323","0.867446","7 out of 10","7 out of 9","7 out of 10","0.883472","0.908094","0.877307","0.873575","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.894355","0.889522","3 out of 10","0 out of 9","3 out of 10","0.032229","0.023178","Not Available","0.027072","6 out of 10","Not Available","6 out of 10"
"010168","JACK HUGHSTON MEMORIAL HOSPITAL","4401 RIVER CHASE DRIVE","PHENIX CITY","AL","36867","Russell","0.850671","0.873263","Not Available","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.886370","0.880930","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.879201","Not Available","Not Available","Not Available","Not Available","0.032229","0.023178","0.029896","0.026621","6 out of 10","4 out of 9","6 out of 10"
"010169","ATMORE COMMUNITY HOSPITAL","401 MEDICAL PARK DRIVE","ATMORE","AL","36502","Escambia","0.850671","0.873263","Not Available","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.893202","0.897043","5 out of 10","2 out of 9","5 out of 10","0.882334","0.907906","0.872977","0.899385","7 out of 10","7 out of 9","7 out of 10","0.032229","0.023178","Not Available","Not Available","Not Available","Not Available","Not Available"
"020001","PROVIDENCE ALASKA MEDICAL CENTER","3200 PROVIDENCE DRIVE","ANCHORAGE","AK","99508","Anchorage","0.850671","0.873263","0.866558","0.879056","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.849537","0.867588","0 out of 10","3 out of 9","3 out of 10","0.882334","0.907906","0.881809","0.911251","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.039568","0.026530","6 out of 10","7 out of 9","7 out of 10"
"020006","MAT-SU REGIONAL MEDICAL CENTER","2500 SOUTH WOODWORTH LOOP","PALMER","AK","99645","Matanuska-Susitna","0.850671","0.873263","0.828372","0.862601","5 out of 10","7 out of 9","7 out of 10","0.883472","0.908094","0.857979","0.869382","0 out of 10","2 out of 9","2 out of 10","0.882334","0.907906","0.872548","0.884688","1 out of 10","3 out of 9","3 out of 10","0.032229","0.023178","0.045930","0.028613","4 out of 10","7 out of 9","7 out of 10"
"020008","BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DR","JUNEAU","AK","99801","Juneau","0.850671","0.873263","Not Available","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.876392","0.884269","1 out of 10","2 out of 9","2 out of 10","0.882334","0.907906","0.891603","0.861865","0 out of 10","0 out of 9","0 out of 10","0.032229","0.023178","0.039237","0.022789","10 out of 10","9 out of 9","10 out of 10"
"020012","FAIRBANKS MEMORIAL HOSPITAL","1650 COWLES STREET","FAIRBANKS","AK","99701","Fairbanks North Star","0.850671","0.873263","0.849803","0.882503","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.852757","0.874950","0 out of 10","4 out of 9","4 out of 10","0.882334","0.907906","0.873503","0.895625","5 out of 10","6 out of 9","6 out of 10","0.032229","0.023178","0.036001","0.024676","8 out of 10","8 out of 9","8 out of 10"
"020017","ALASKA REGIONAL HOSPITAL","2801 DEBARR ROAD","ANCHORAGE","AK","99508","Anchorage","0.850671","0.873263","0.849781","0.881938","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.868597","0.875507","0 out of 10","1 out of 9","1 out of 10","0.882334","0.907906","0.860394","0.887447","2 out of 10","5 out of 9","5 out of 10","0.032229","0.023178","0.036716","0.023762","9 out of 10","9 out of 9","9 out of 10"
"020018","YUKON KUSKOKWIM DELTA REG HOSPITAL","PO BOX 287","BETHEL","AK","99559","Bethel","0.850671","0.873263","Not Available","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.887361","0.877580","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.898583","0.909350","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","Not Available","Not Available","Not Available","Not Available","Not Available"
"020024","CENTRAL PENINSULA GENERAL HOSPITAL","250 HOSPITAL PLACE","SOLDOTNA","AK","99669","Kenai Peninsula","0.850671","0.873263","Not Available","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.887450","0.871196","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.889188","0.880256","0 out of 10","0 out of 9","0 out of 10","0.032229","0.023178","0.048648","0.026198","6 out of 10","8 out of 9","8 out of 10"
"020026","ALASKA NATIVE MEDICAL CENTER","4315 DIPLOMACY DR","ANCHORAGE","AK","99508","Anchorage","0.850671","0.873263","0.843702","0.865457","6 out of 10","7 out of 9","7 out of 10","0.883472","0.908094","0.864485","0.881379","0 out of 10","3 out of 9","3 out of 10","0.882334","0.907906","0.857253","0.883323","1 out of 10","5 out of 9","5 out of 10","0.032229","0.023178","0.034151","0.026677","6 out of 10","6 out of 9","6 out of 10"
"030002","BANNER - UNIVERSITY MEDICAL CENTER PHOENIX","1111 EAST MCDOWELL ROAD","PHOENIX","AZ","85006","Maricopa","0.850671","0.873263","0.858355","0.883891","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.895213","0.886209","2 out of 10","0 out of 9","2 out of 10","0.882334","0.907906","0.887592","0.895583","5 out of 10","3 out of 9","5 out of 10","0.032229","0.023178","0.030694","0.038585","0 out of 10","0 out of 9","0 out of 10"
"030006","TUCSON MEDICAL CENTER","5301 EAST GRANT ROAD","TUCSON","AZ","85712","Pima","0.850671","0.873263","0.858424","0.858518","4 out of 10","0 out of 9","4 out of 10","0.883472","0.908094","0.860499","0.859399","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.879563","0.902199","7 out of 10","7 out of 9","7 out of 10","0.032229","0.023178","0.037265","0.018882","10 out of 10","9 out of 9","10 out of 10"
"030007","VERDE VALLEY MEDICAL CENTER","269 SOUTH CANDY LANE","COTTONWOOD","AZ","86326","Yavapai","0.850671","0.873263","0.822258","0.870458","8 out of 10","9 out of 9","9 out of 10","0.883472","0.908094","0.896995","0.881041","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.877410","0.898163","6 out of 10","6 out of 9","6 out of 10","0.032229","0.023178","0.023047","0.019011","10 out of 10","9 out of 9","10 out of 10"
"030010","ST. MARY'S HOSPITAL","1601 WEST ST MARY'S ROAD","TUCSON","AZ","85745","Pima","0.850671","0.873263","0.819841","0.874529","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.877686","0.872674","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.899769","0.878750","0 out of 10","0 out of 9","0 out of 10","0.032229","0.023178","0.035535","0.022290","10 out of 10","9 out of 9","10 out of 10"
"030011","ST JOSEPH'S HOSPITAL","350 NORTH WILMOT ROAD","TUCSON","AZ","85711","Pima","0.850671","0.873263","0.831870","0.868417","8 out of 10","8 out of 9","8 out of 10","0.883472","0.908094","0.899423","0.867616","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.853634","0.892445","4 out of 10","7 out of 9","7 out of 10","0.032229","0.023178","0.022384","0.027192","6 out of 10","0 out of 9","6 out of 10"
"030012","YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","PRESCOTT","AZ","86301","Yavapai","0.850671","0.873263","0.851461","0.859125","4 out of 10","3 out of 9","4 out of 10","0.883472","0.908094","0.876562","0.871571","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.882603","0.884429","1 out of 10","0 out of 9","1 out of 10","0.032229","0.023178","0.022434","0.023448","9 out of 10","0 out of 9","9 out of 10"
"030013","YUMA REGIONAL MEDICAL CENTER","2400 SOUTH AVENUE A","YUMA","AZ","85364","Yuma","0.850671","0.873263","0.882445","0.889035","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.876064","0.881589","0 out of 10","1 out of 9","1 out of 10","0.882334","0.907906","0.834362","0.881593","0 out of 10","6 out of 9","6 out of 10","0.032229","0.023178","0.038029","0.019506","10 out of 10","9 out of 9","10 out of 10"
"030014","JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL","250 EAST DUNLAP AVENUE","PHOENIX","AZ","85020","Maricopa","0.850671","0.873263","0.844812","0.864847","6 out of 10","7 out of 9","7 out of 10","0.883472","0.908094","0.885662","0.862165","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.890683","0.903883","8 out of 10","7 out of 9","8 out of 10","0.032229","0.023178","0.029677","0.028014","5 out of 10","2 out of 9","5 out of 10"
"030016","BANNER CASA GRANDE MEDICAL CENTER","1800 EAST FLORENCE BOULEVARD","CASA GRANDE","AZ","85122","Pinal","0.850671","0.873263","0.858805","0.881681","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.884151","0.889595","3 out of 10","2 out of 9","3 out of 10","0.882334","0.907906","0.864474","0.910991","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.040010","0.033100","0 out of 10","4 out of 9","4 out of 10"
"030022","MARICOPA MEDICAL CENTER","2601 EAST ROOSEVELT STREET","PHOENIX","AZ","85008","Maricopa","0.850671","0.873263","Not Available","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","Not Available","0.891223","3 out of 10","Not Available","3 out of 10","0.882334","0.907906","Not Available","Not Available","Not Available","Not Available","Not Available","0.032229","0.023178","Not Available","Not Available","Not Available","Not Available","Not Available"
"030023","FLAGSTAFF MEDICAL CENTER","1200 NORTH BEAVER STREET","FLAGSTAFF","AZ","86001","Coconino","0.850671","0.873263","0.871788","0.874818","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.864317","0.882690","0 out of 10","4 out of 9","4 out of 10","0.882334","0.907906","0.902626","0.908373","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.023606","0.021260","10 out of 10","9 out of 9","10 out of 10"
"030024","ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER","350 WEST THOMAS ROAD","PHOENIX","AZ","85013","Maricopa","0.850671","0.873263","0.836833","0.876533","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.884417","0.878657","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.880177","0.877499","0 out of 10","0 out of 9","0 out of 10","0.032229","0.023178","Not Available","0.027510","5 out of 10","Not Available","5 out of 10"
"030030","ABRAZO CENTRAL CAMPUS","2000 WEST BETHANY HOME ROAD","PHOENIX","AZ","85015","Maricopa","0.850671","0.873263","0.847637","0.861835","5 out of 10","5 out of 9","5 out of 10","0.883472","0.908094","0.891070","0.902129","7 out of 10","6 out of 9","7 out of 10","0.882334","0.907906","0.847266","0.897724","6 out of 10","8 out of 9","8 out of 10","0.032229","0.023178","0.035675","0.024304","8 out of 10","9 out of 9","9 out of 10"
"030033","BANNER PAYSON MEDICAL CENTER","807 SOUTH PONDEROSA DRIVE","PAYSON","AZ","85541","Gila","0.850671","0.873263","Not Available","0.874731","10 out of 10","Not Available","10 out of 10","0.883472","0.908094","0.881649","0.887134","2 out of 10","2 out of 9","2 out of 10","0.882334","0.907906","0.871054","0.900801","7 out of 10","8 out of 9","8 out of 10","0.032229","0.023178","0.048001","0.024109","9 out of 10","9 out of 9","9 out of 10"
"030036","CHANDLER REGIONAL MEDICAL CENTER","1955 WEST FRYE ROAD","CHANDLER","AZ","85224","Maricopa","0.850671","0.873263","0.847514","0.865570","6 out of 10","7 out of 9","7 out of 10","0.883472","0.908094","0.880733","0.889082","3 out of 10","3 out of 9","3 out of 10","0.882334","0.907906","0.885568","0.882721","1 out of 10","0 out of 9","1 out of 10","0.032229","0.023178","0.033980","0.027069","6 out of 10","6 out of 9","6 out of 10"
"030037","ST LUKE'S MEDICAL CENTER","1800 EAST VAN BUREN STREET","PHOENIX","AZ","85006","Maricopa","0.850671","0.873263","0.853229","0.849808","0 out of 10","0 out of 9","0 out of 10","0.883472","0.908094","0.898786","0.869445","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.866140","0.892917","4 out of 10","6 out of 9","6 out of 10","0.032229","0.023178","0.033029","0.016456","10 out of 10","9 out of 9","10 out of 10"
"030038","SCOTTSDALE OSBORN MEDICAL CENTER","7400 EAST OSBORN ROAD","SCOTTSDALE","AZ","85251","Maricopa","0.850671","0.873263","0.853681","0.862651","5 out of 10","4 out of 9","5 out of 10","0.883472","0.908094","0.898104","0.899572","6 out of 10","1 out of 9","6 out of 10","0.882334","0.907906","0.880303","0.890527","3 out of 10","3 out of 9","3 out of 10","0.032229","0.023178","0.028340","0.022398","10 out of 10","9 out of 9","10 out of 10"
"030043","CANYON VISTA MEDICAL CENTER","5700 EAST HIGHWAY 90","SIERRA VISTA","AZ","85635","Cochise","0.850671","0.873263","0.836861","0.855987","3 out of 10","5 out of 9","5 out of 10","0.883472","0.908094","0.883060","0.860355","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.887803","0.875710","0 out of 10","0 out of 9","0 out of 10","0.032229","0.023178","0.044125","0.032412","0 out of 10","5 out of 9","5 out of 10"
"030055","KINGMAN REGIONAL MEDICAL CENTER","3269 STOCKTON HILL ROAD","KINGMAN","AZ","86409","Mohave","0.850671","0.873263","0.835894","0.845281","0 out of 10","2 out of 9","2 out of 10","0.883472","0.908094","0.896138","0.870515","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.871450","0.897794","6 out of 10","7 out of 9","7 out of 10","0.032229","0.023178","0.031312","0.029560","3 out of 10","2 out of 9","3 out of 10"
"030061","BANNER BOSWELL MEDICAL CENTER","10401 WEST THUNDERBIRD BOULEVARD","SUN CITY","AZ","85351","Maricopa","0.850671","0.873263","0.846480","0.885384","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.878739","0.897278","6 out of 10","6 out of 9","6 out of 10","0.882334","0.907906","0.889251","0.916866","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.029595","0.019554","10 out of 10","9 out of 9","10 out of 10"
"030062","SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER","2200 EAST SHOW LOW LAKE ROAD","SHOW LOW","AZ","85901","Navajo","0.850671","0.873263","0.856114","0.863716","6 out of 10","4 out of 9","6 out of 10","0.883472","0.908094","0.879183","0.887571","2 out of 10","2 out of 9","2 out of 10","0.882334","0.907906","0.879988","0.894511","5 out of 10","5 out of 9","5 out of 10","0.032229","0.023178","0.036729","0.019498","10 out of 10","9 out of 9","10 out of 10"
